"species","closed_canopy","open_canopy","main_habitat","cutoff_40","cutoff_60","area_open","area_closed"
"Eucalyptus rigens Brooker & Hopper",0.08,0.92,"open","open","open",1,0
"Corymbia gilbertensis (Maiden & Blakely) K.D.Hill & L.A.S.Johnson",0,1,"open","open","open",1,0
"Eucalyptus dolichocera L.A.S.Johnson & K.D.Hill",0,1,"open","open","open",1,0
"Eucalyptus cosmophylla F.Muell.",0.39,0.61,"open","open","open",1,1
"Eucalyptus dielsii C.A.Gardner",0,1,"open","open","open",1,0
"Corymbia ligans K.D.Hill & L.A.S.Johnson",0.14,0.86,"open","open","open",1,0
"Eucalyptus buprestium F.Muell.",0,1,"open","open","open",1,0
"Eucalyptus suggrandis L.A.S.Johnson & K.D.Hill",0,1,"open","open","open",1,0
"Eucalyptus hypolaena L.A.S.Johnson & K.D.Hill",0.02,0.98,"open","open","open",1,0
"Eucalyptus aromaphloia Pryor & J.H.Willis",0.84,0.16,"closed","closed","closed",0,1
"Stockwellia quadrifida D.J.Carr, S.G.M.Carr & B.Hyland",0.91,0.09,"closed","closed","closed",0,1
"Corymbia arenaria (Blakely) K.D.Hill & L.A.S.Johnson",0.07,0.93,"open","open","open",1,0
"Corymbia brachycarpa (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson",0.07,0.93,"open","open","open",1,0
"Eucalyptus lirata W.Fitzg. ex Maiden",0.1,0.9,"open","open","open",1,0
"Eucalyptus laeliae Podger & Chippend.",0.06,0.94,"open","open","open",1,0
"Eucalyptus alba Reinw. ex Blume",0.52,0.48,"closed","open","closed",1,1
"Eucalyptus megacornuta C.A.Gardner",0.45,0.55,"open","open","closed",1,1
"Eucalyptus neglecta Maiden",0.61,0.39,"closed","closed","closed",1,1
"Eucalyptus verrucata Ladiges & Whiffin",1,0,"closed","closed","closed",0,1
"Eucalyptus melanoxylon Maiden",0.01,0.99,"open","open","open",1,0
"Eucalyptus dolorosa Brooker & Hopper",0,1,"open","open","open",1,0
"Eucalyptus histophylla Brooker & Hopper",0,1,"open","open","open",1,0
"Eucalyptus astringens (Maiden) Maiden",0.28,0.72,"open","open","open",1,1
"Corymbia petalophylla (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson",0.21,0.79,"open","open","open",1,0
"Eucalyptus froggattii Blakely",0.62,0.38,"closed","closed","closed",1,1
"Eucalyptus pilbarensis Brooker & Edgecombe",0.03,0.97,"open","open","open",1,0
"Corymbia torta K.D.Hill & L.A.S.Johnson",0,1,"open","open","open",1,0
"Eucalyptus rigidula Maiden",0.01,0.99,"open","open","open",1,0
"Eucalyptus terebra L.A.S.Johnson & K.D.Hill",0.03,0.97,"open","open","open",1,0
"Eucalyptus conveniens L.A.S.Johnson & K.D.Hill",0.17,0.83,"open","open","open",1,0
"Eucalyptus staeri Maiden ex Kessell & C.A.Gardner",0,1,"open","open","open",1,0
"Eucalyptus gigantangion L.A.S.Johnson & K.D.Hill",0.08,0.92,"open","open","open",1,0
"Eucalyptus melanophitra Brooker & Hopper",0.58,0.42,"closed","open","closed",1,1
"Corymbia pauciseta K.D.Hill & L.A.S.Johnson",0,1,"open","open","open",1,0
"Eucalyptus macrocarpa Hook.",0.08,0.92,"open","open","open",1,0
"Eucalyptus morrisbyi Brett",0.88,0.12,"closed","closed","closed",0,1
"Eucalyptus stricklandii Maiden",0.12,0.88,"open","open","open",1,0
"Eucalyptus wandoo Blakely",0,1,"open","open","open",1,0
"Corymbia abergiana (F.Muell.) K.D.Hill & L.A.S.Johnson",0.56,0.44,"closed","open","closed",1,1
"Eucalyptus mimica Brooker & Hopper",0.08,0.92,"open","open","open",1,0
"Eucalyptus pendens Brooker",0.2,0.8,"open","open","open",1,0
"Eucalyptus desmondensis Maiden & Blakely",0.35,0.65,"open","open","open",1,1
"Corymbia collina (W.Fitzg.) K.D.Hill & L.A.S.Johnson",0.06,0.94,"open","open","open",1,0
"Eucalyptus merrickiae Maiden & Blakely",0.18,0.82,"open","open","open",1,0
"Eucalyptus tephrodes L.A.S.Johnson & K.D.Hill",0.03,0.97,"open","open","open",1,0
"Eucalyptus leptopoda Benth.",0,1,"open","open","open",1,0
"Eucalyptus stoatei C.A.Gardner",0.26,0.74,"open","open","open",1,1
"Eucalyptus conglomerata Maiden & Blakely",0.83,0.17,"closed","closed","closed",0,1
"Corymbia papillosa K.D.Hill & L.A.S.Johnson",0,1,"open","open","open",1,0
"Eucalyptus surgens Brooker & Hopper",0.17,0.83,"open","open","open",1,0
"Eucalyptus assimilans L.A.S.Johnson & K.D.Hill",0,1,"open","open","open",1,0
"Eucalyptus hebetifolia Brooker & Hopper",0,1,"open","open","open",1,0
"Eucalyptus brockwayi C.A.Gardner",0.29,0.71,"open","open","open",1,1
"Eucalyptus diptera C.R.P.Andrews",0.09,0.91,"open","open","open",1,0
"Corymbia pachycarpa K.D.Hill & L.A.S.Johnson",0.04,0.96,"open","open","open",1,0
"Eucalyptus guilfoylei Maiden",0.37,0.63,"open","open","open",1,1
"Eucalyptus kumarlensis Brooker",0.08,0.92,"open","open","open",1,0
"Corymbia xanthope (A.R.Bean & Brooker) K.D.Hill & L.A.S.Johnson",0.28,0.72,"open","open","open",1,1
"Eucalyptus optima L.A.S.Johnson & K.D.Hill",0,1,"open","open","open",1,0
"Eucalyptus zopherophloia Brooker & Hopper",0.08,0.92,"open","open","open",1,0
"Eucalyptus arenacea Marginson & Ladiges",0.09,0.91,"open","open","open",1,0
"Corymbia ferriticola (Brooker & Edgecombe) K.D.Hill & L.A.S.Johnson",0.01,0.99,"open","open","open",1,0
"Eucalyptus polita Brooker & Hopper",0.06,0.94,"open","open","open",1,0
"Eucalyptus victoriana Ladiges & Whiffin",1,0,"closed","closed","closed",0,1
"Eucalyptus transcontinentalis Maiden",0.03,0.97,"open","open","open",1,0
"Eucalyptus obesa Brooker & Hopper",0.04,0.96,"open","open","open",1,0
"Eucalyptus rugosa R.Br. ex Blakely",0,1,"open","open","open",1,0
"Eucalyptus decolor A.R.Bean & Brooker",0.94,0.06,"closed","closed","closed",0,1
"Eucalyptus loxophleba Benth.",0.02,0.98,"open","open","open",1,0
"Eucalyptus aquilina Brooker",0.33,0.67,"open","open","open",1,1
"Eucalyptus ovularis Maiden & Blakely",0.02,0.98,"open","open","open",1,0
"Eucalyptus tenuis Brooker & Hopper",0.03,0.97,"open","open","open",1,0
"Eucalyptus erythronema Turcz.",0.22,0.78,"open","open","open",1,0
"Eucalyptus serraensis Ladiges & Whiffin",0.93,0.07,"closed","closed","closed",0,1
"Eucalyptus ultima L.A.S.Johnson & K.D.Hill",0.09,0.91,"open","open","open",1,0
"Eucalyptus todtiana F.Muell.",0.06,0.94,"open","open","open",1,0
"Eucalyptus balanites Grayling & Brooker",0,1,"open","open","open",1,0
"Eucalyptus leucoxylon F.Muell.",0.37,0.63,"open","open","open",1,1
"Eucalyptus vokesensis D.Nicolle & L.A.S.Johnson",0.04,0.96,"open","open","open",1,0
"Eucalyptus cordata Labill.",0.75,0.25,"closed","closed","closed",0,1
"Corymbia candida K.D.Hill & L.A.S.Johnson",0,1,"open","open","open",1,0
"Eucalyptus goniantha Turcz.",0.07,0.93,"open","open","open",1,0
"Eucalyptus extrica D.Nicolle",0.13,0.87,"open","open","open",1,0
"Eucalyptus depauperata L.A.S.Johnson & K.D.Hill",0.1,0.9,"open","open","open",1,0
"Eucalyptus tortilis L.A.S.Johnson & K.D.Hill",0.04,0.96,"open","open","open",1,0
"Eucalyptus jutsonii Maiden",0.11,0.89,"open","open","open",1,0
"Eucalyptus beaniana L.A.S.Johnson & K.D.Hill",0.19,0.81,"open","open","open",1,0
"Eucalyptus leucophloia Brooker",0,1,"open","open","open",1,0
"Eucalyptus hallii Brooker",0.9,0.1,"closed","closed","closed",0,1
"Eucalyptus steedmanii C.A.Gardner",0.14,0.86,"open","open","open",1,0
"Eucalyptus lansdowneana F.Muell. & J.E.Br.",0.04,0.96,"open","open","open",1,0
"Eucalyptus calcicola Brooker",0.13,0.87,"open","open","open",1,0
"Eucalyptus gypsophila D.Nicolle",0.01,0.99,"open","open","open",1,0
"Eucalyptus phaenophylla Brooker & Hopper",0,1,"open","open","open",1,0
"Eucalyptus percostata Brooker & P.J.Láng",0.04,0.96,"open","open","open",1,0
"Eucalyptus xerothermica L.A.S.Johnson & K.D.Hill",0.01,0.99,"open","open","open",1,0
"Eucalyptopsis papuana C.T.White",1,0,"closed","closed","closed",0,1
"Corymbia scabrida (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson",0.38,0.62,"open","open","open",1,1
"Corymbia lenziana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson",0.03,0.97,"open","open","open",1,0
"Eucalyptus cooperiana F.Muell.",0.03,0.97,"open","open","open",1,0
"Eucalyptus exigua Brooker & Hopper",0,1,"open","open","open",1,0
"Eucalyptus balanopelex L.A.S.Johnson & K.D.Hill",0.1,0.9,"open","open","open",1,0
"Eucalyptus conglobata (Benth.) Maiden",0.01,0.99,"open","open","open",1,0
"Eucalyptus rameliana F.Muell.",0.07,0.93,"open","open","open",1,0
"Eucalyptus clivicola Brooker & Hopper",0,1,"open","open","open",1,0
"Eucalyptus carnei C.A.Gardner",0.05,0.95,"open","open","open",1,0
"Eucalyptus absita Grayling & Brooker",0,1,"open","open","open",1,0
"Eucalyptus litorea Brooker & Hopper",0.06,0.94,"open","open","open",1,0
"Eucalyptus coronata C.A.Gardner",0.4,0.6,"open","open","closed",1,1
"Eucalyptus frenchiana D.Nicolle",0,1,"open","open","open",1,0
"Eucalyptus paludicola D.Nicolle",0,1,"open","open","open",1,0
"Eucalyptus synandra Crisp",0.08,0.92,"open","open","open",1,0
"Eucalyptus fruticosa Brooker",0.03,0.97,"open","open","open",1,0
"Eucalyptus cernua Brooker & Hopper",0.44,0.56,"open","open","closed",1,1
"Eucalyptus aspratilis L.A.S.Johnson & K.D.Hill",0,1,"open","open","open",1,0
"Corymbia leptoloma (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson",0.89,0.11,"closed","closed","closed",0,1
"Eucalyptus georgei Brooker & Blaxell",0,1,"open","open","open",1,0
"Eucalyptus arborella Brooker & Hopper",0.1,0.9,"open","open","open",1,0
"Eucalyptus chartaboma D.Nicolle",0,1,"open","open","open",1,0
"Eucalyptus celastroides Turcz.",0.01,0.99,"open","open","open",1,0
"Eucalyptus goniocarpa L.A.S.Johnson & K.D.Hill",0,1,"open","open","open",1,0
"Eucalyptus foliosa L.A.S.Johnson & K.D.Hill",0,1,"open","open","open",1,0
"Eucalyptus scyphocalyx (Benth.) Maiden & Blakely",0,1,"open","open","open",1,0
"Eucalyptus argillacea W.Fitzg.",0.05,0.95,"open","open","open",1,0
"Eucalyptus brevipes Brooker",0,1,"open","open","open",1,0
"Eucalyptus leptocalyx Blakely",0.03,0.97,"open","open","open",1,0
"Eucalyptus nudicaulis A.R.Bean",0,1,"open","open","open",1,0
"Eucalyptus microschema Brooker & Hopper",0.07,0.93,"open","open","open",1,0
"Eucalyptus argutifolia Grayling & Brooker",0,1,"open","open","open",1,0
"Eucalyptus kessellii Maiden & Blakely",0,1,"open","open","open",1,0
"Eucalyptus mcquoidii Brooker & Hopper",0.17,0.83,"open","open","open",1,0
"Eucalyptus ceracea Brooker & Done",0.29,0.71,"open","open","open",1,1
"Eucalyptus orthostemon D.Nicolle & Brooker",0.02,0.98,"open","open","open",1,0
"Eucalyptus utilis Brooker & Hopper",0.11,0.89,"open","open","open",1,0
"Eucalyptus splendens Rule",0.86,0.14,"closed","closed","closed",0,1
"Eucalyptus deflexa Brooker",0,1,"open","open","open",1,0
"Eucalyptus burdettiana Blakely & Steedman",0.15,0.85,"open","open","open",1,0
"Allosyncarpia ternata S.T.Blake",0,1,"open","open","open",1,0
"Corymbia dendromerinx K.D.Hill & L.A.S.Johnson",0.04,0.96,"open","open","open",1,0
"Eucalyptus delicata L.A.S.Johnson & K.D.Hill",0.04,0.96,"open","open","open",1,0
"Eucalyptus acies Brooker",0,1,"open","open","open",1,0
"Eucalyptus educta L.A.S.Johnson & K.D.Hill",0.06,0.94,"open","open","open",1,0
"Eucalyptus deglupta Blume",0.92,0.08,"closed","closed","closed",0,1
"Eucalyptus rhomboidea Hopper & D.Nicolle",0.2,0.8,"open","open","open",1,0
"Eucalyptus subangusta (Blakely) Brooker & Hopper",0,1,"open","open","open",1,0
"Eucalyptus abdita Brooker & Hopper",0,1,"open","open","open",1,0
"Eucalyptus pluricaulis Brooker & Hopper",0,1,"open","open","open",1,0
"Eucalyptus effusa Brooker",0,1,"open","open","open",1,0
"Eucalyptus dolichorhyncha (Brooker) Brooker & Hopper",0.38,0.62,"open","open","open",1,1
"Eucalyptus articulata Brooker & Hopper",0,1,"open","open","open",1,0
"Eucalyptus farinosa K.D.Hill",0.12,0.88,"open","open","open",1,0
"Eucalyptus jimberlanica L.A.S.Johnson & K.D.Hill",0.12,0.88,"open","open","open",1,0
"Eucalyptus sargentii Maiden",0.07,0.93,"open","open","open",1,0
"Eucalyptus densa Brooker & Hopper",0.11,0.89,"open","open","open",1,0
"Eucalyptus prolixa D.Nicolle",0.04,0.96,"open","open","open",1,0
"Eucalyptus oligantha Schauer",0.01,0.99,"open","open","open",1,0
"Eucalyptus mannensis Boomsma",0,1,"open","open","open",1,0
"Eucalyptus wyolensis Boomsma",0.08,0.92,"open","open","open",1,0
"Corymbia cadophora K.D.Hill & L.A.S.Johnson",0.03,0.97,"open","open","open",1,0
"Eucalyptus websteriana Maiden",0.06,0.94,"open","open","open",1,0
"Eucalyptus ebbanoensis Maiden",0.03,0.97,"open","open","open",1,0
"Eucalyptus gregoriensis N.G.Walsh & Albr.",0.08,0.92,"open","open","open",1,0
"Eucalyptus vesiculosa Brooker & Hopper",0.08,0.92,"open","open","open",1,0
"Eucalyptus retusa D.Nicolle, M.E.French & Mc Quoid",0,1,"open","open","open",1,0
"Eucalyptus diversifolia Bonpl.",0.05,0.95,"open","open","open",1,0
"Arillastrum gummiferum (Brongn. & Gris) Pancher ex Baill.",1,0,"closed","closed","closed",0,1
"Eucalyptus grandis W.Hill ex Maiden",0.74,0.26,"closed","closed","closed",1,1
"Eucalyptus urophylla S.T.Blake",0.77,0.23,"closed","closed","closed",0,1
"Eucalyptus gardneri Maiden",0.07,0.93,"open","open","open",1,0
"Eucalyptus xanthonema Turcz.",0.03,0.97,"open","open","open",1,0
"Eucalyptus dissimulata Brooker",0.03,0.97,"open","open","open",1,0
"Eucalyptus impensa Brooker & Hopper",0,1,"open","open","open",1,0
"Eucalyptus brachyphylla C.A.Gardner",0.17,0.83,"open","open","open",1,0
"Eucalyptopsis alauda Craven",1,0,"closed","closed","closed",0,1
"Eucalyptus thamnoides Brooker & Hopper",0,1,"open","open","open",1,0
"Eucalyptus arachnaea Brooker & Hopper",0,1,"open","open","open",1,0
"Corymbia deserticola (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson",0.02,0.98,"open","open","open",1,0
"Eucalyptus ligulata Brooker",0,1,"open","open","open",1,0
"Eucalyptus balladoniensis Brooker",0.17,0.83,"open","open","open",1,0
"Eucalyptus pachycalyx Maiden & Blakely",0.16,0.84,"open","open","open",1,0
"Eucalyptus canescens D.Nicolle",0,1,"open","open","open",1,0
"Eucalyptus nutans F.Muell.",0.27,0.73,"open","open","open",1,1
"Eucalyptus rugulata D.Nicolle",0,1,"open","open","open",1,0
"Eucalyptus purpurata D.Nicolle",0,1,"open","open","open",1,0
"Eucalyptus capillosa Brooker & Hopper",0,1,"open","open","open",1,0
"Eucalyptus insularis Brooker",0.14,0.86,"open","open","open",1,0
"Eucalyptus pilligaensis Maiden",0,1,"open","open","open",1,0
"Eucalyptus trivalvis Blakely",0,1,"open","open","open",1,0
"Angophora bakeri C.C.Hall",1,0,"closed","closed","closed",0,1
"Eucalyptus minniritchi D.Nicolle",0,1,"open","open","open",1,0
"Eucalyptus oblonga A.Cunn. ex DC.",0.83,0.17,"closed","closed","closed",0,1
"Corymbia variegata (F.Muell.) K.D.Hill & L.A.S.Johnson",0.97,0.03,"closed","closed","closed",0,1
"Eucalyptus brachycorys Blakely",0,1,"open","open","open",1,0
"Eucalyptus clelandii (Maiden) Maiden",0,1,"open","open","open",1,0
"Eucalyptus gunnii Miq.",1,0,"closed","closed","closed",0,1
"Eucalyptus longifolia Lindl.",0.75,0.25,"closed","closed","closed",0,1
"Eucalyptus brunnea L.A.S.Johnson & K.D.Hill",1,0,"closed","closed","closed",0,1
"Corymbia dimorpha (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson",0.67,0.33,"closed","closed","closed",1,1
"Eucalyptus mooreana Maiden",0,1,"open","open","open",1,0
"Angophora exul K.D.Hill",1,0,"closed","closed","closed",0,1
"Eucalyptus distuberosa D.Nicolle",0,1,"open","open","open",1,0
"Eucalyptus disclusa L.A.S.Johnson & Blaxell",0,1,"open","open","open",1,0
"Angophora floribunda Domin",0,1,"open","open","open",1,0
"Eucalyptus argyphea L.A.S.Johnson & K.D.Hill",0,1,"open","open","open",1,0
"Corymbia porphyritica K.D.Hill & L.A.S.Johnson",0,1,"open","open","open",1,0
"Eucalyptus communalis Brooker & Hopper",0,1,"open","open","open",1,0
"Corymbia dampieri (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson",0,1,"open","open","open",1,0
"Corymbia dolichocarpa (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson",0,1,"open","open","open",1,0
"Quercus rotundifolia Lam.",0.14,0.86,"open","open","open",1,0
"Quercus suber L.",0.39,0.61,"open","open","open",1,1
"Quercus L.",0.78,0.22,"closed","closed","closed",0,1
"Castanea sativa Mill.",0.74,0.26,"closed","closed","closed",1,1
"Quercus frainetto Ten.",0.67,0.33,"closed","closed","closed",1,1
"Corylus avellana L.",0.83,0.17,"closed","closed","closed",0,1
"Pterocarya fraxinifolia (Poir.) Spach",0.95,0.05,"closed","closed","closed",0,1
"Carpinus betulus L.",0.9,0.1,"closed","closed","closed",0,1
"Betula pendula Roth",0.81,0.19,"closed","closed","closed",0,1
"Quercus robur L.",0.79,0.21,"closed","closed","closed",0,1
"Alnus incana (L.) Moench",0.91,0.09,"closed","closed","closed",0,1
"Betula pubescens Ehrh.",0.87,0.13,"closed","closed","closed",0,1
"Quercus petraea (Matt.) Liebl.",0.87,0.13,"closed","closed","closed",0,1
"Quercus rubra L.",0.89,0.11,"closed","closed","closed",0,1
"Betula lenta L.",0.98,0.02,"closed","closed","closed",0,1
"Ostrya carpinifolia Scop.",0.67,0.33,"closed","closed","closed",1,1
"Fagus sylvatica L.",0.86,0.14,"closed","closed","closed",0,1
"Corylus colurna L.",0.96,0.04,"closed","closed","closed",0,1
"Betula utilis D.Don",0.74,0.26,"closed","closed","closed",1,1
"Carpinus orientalis Mill.",0.62,0.38,"closed","closed","closed",1,1
"Juglans regia L.",0.67,0.33,"closed","closed","closed",1,1
"Juglans nigra L.",0.76,0.24,"closed","closed","closed",0,1
"Ostrya virginiana (Mill.) K.Koch",0.87,0.13,"closed","closed","closed",0,1
"Quercus pubescens Willd.",0.59,0.41,"closed","open","closed",1,1
"Betula alleghaniensis Britton",0.98,0.02,"closed","closed","closed",0,1
"Quercus cerris L.",0.8,0.2,"closed","closed","closed",0,1
"Juglans mandshurica Maxim.",0.91,0.09,"closed","closed","closed",0,1
"Carya ovata (Mill.) K.Koch",0.84,0.16,"closed","closed","closed",0,1
"Pterocarya stenoptera C.DC.",0.95,0.05,"closed","closed","closed",0,1
"Betula davurica Pall.",0.8,0.2,"closed","closed","closed",0,1
"Fagus sylvatica var. atropunicea Marshall",1,0,"closed","closed","closed",0,1
"Corylus maxima Mill.",0.98,0.02,"closed","closed","closed",0,1
"Betula papyrifera Marshall",0.87,0.13,"closed","closed","closed",0,1
"Quercus macranthera Fisch. & C.A.Mey. ex Hohen.",0.89,0.11,"closed","closed","closed",0,1
"Nothofagus antarctica (G.Forst.) Oerst.",0.86,0.14,"closed","closed","closed",0,1
"Fagus orientalis Lipsky",0.83,0.17,"closed","closed","closed",0,1
"Betula occidentalis Hook.",0.48,0.52,"open","open","closed",1,1
"Fagus sylvatica subsp. sylvatica",0.89,0.11,"closed","closed","closed",0,1
"Myrica gale L.",0.94,0.06,"closed","closed","closed",0,1
"Alnus subcordata C.A.Mey.",0.94,0.06,"closed","closed","closed",0,1
"Alnus alnobetula subsp. suaveolens (Req.) Lambinon & Kerguélen",0.17,0.83,"open","open","open",1,0
"Alnus alnobetula subsp. alnobetula",0.85,0.15,"closed","closed","closed",0,1
"Quercus ilex L.",0.45,0.55,"open","open","closed",1,1
"Quercus pyrenaica Willd.",0.51,0.49,"closed","open","closed",1,1
"Betula nana L.",0.68,0.32,"closed","closed","closed",1,1
"Juglans L.",0.83,0.17,"closed","closed","closed",0,1
"Quercus palustris Münchh.",0.81,0.19,"closed","closed","closed",0,1
"Carpinus kawakamii Hayata",1,0,"closed","closed","closed",0,1
"Casuarina glauca Sieber ex Spreng.",0.7,0.3,"closed","closed","closed",1,1
"Quercus variabilis Blume",0.98,0.02,"closed","closed","closed",0,1
"Fagus hayatae Palib. ex Hayata",1,0,"closed","closed","closed",0,1
"Castanopsis indica (Roxb. ex Lindl.) A.DC.",0.98,0.02,"closed","closed","closed",0,1
"Castanopsis carlesii (Hemsl.) Hayata",1,0,"closed","closed","closed",0,1
"Carpinus rankanensis Hayata",1,0,"closed","closed","closed",0,1
"Casuarina equisetifolia L.",0.65,0.35,"closed","closed","closed",1,1
"Quercus spinosa David",0.95,0.05,"closed","closed","closed",0,1
"Platycarya strobilacea Siebold & Zucc.",0.99,0.01,"closed","closed","closed",0,1
"Alnus formosana (Burkill) Makino",0.95,0.05,"closed","closed","closed",0,1
"Quercus serrata Murray",0.99,0.01,"closed","closed","closed",0,1
"Fagus japonica Maxim.",1,0,"closed","closed","closed",0,1
"Quercus aliena Blume",1,0,"closed","closed","closed",0,1
"Quercus acutissima Carruth.",0.91,0.09,"closed","closed","closed",0,1
"Castanopsis fabri Hance",0.99,0.01,"closed","closed","closed",0,1
"Lithocarpus Blume",0.97,0.03,"closed","closed","closed",0,1
"Juglans cathayensis Dode",0.98,0.02,"closed","closed","closed",0,1
"Castanea crenata Siebold & Zucc.",0.94,0.06,"closed","closed","closed",0,1
"Quercus sessilifolia Blume",1,0,"closed","closed","closed",0,1
"Lithocarpus corneus (Lour.) Rehder",1,0,"closed","closed","closed",0,1
"Quercus miyagii Koidz.",1,0,"closed","closed","closed",0,1
"Castanopsis fargesii Franch.",1,0,"closed","closed","closed",0,1
"Quercus engleriana Seemen",0.99,0.01,"closed","closed","closed",0,1
"Castanopsis tibetana Hance",1,0,"closed","closed","closed",0,1
"Lithocarpus fenestratus (Roxb.) Rehder",0.99,0.01,"closed","closed","closed",0,1
"Myrica esculenta Buch.-Ham. ex D.Don",0.97,0.03,"closed","closed","closed",0,1
"Alnus cremastogyne Burkill",0.95,0.05,"closed","closed","closed",0,1
"Allocasuarina littoralis (Salisb.) L.A.S.Johnson",0.74,0.26,"closed","closed","closed",1,1
"Castanopsis cuspidata (Thunb.) Schottky",1,0,"closed","closed","closed",0,1
"Casuarina cunninghamiana Miq.",0.47,0.53,"open","open","closed",1,1
"Lithocarpus hancei (Benth.) Rehder",1,0,"closed","closed","closed",0,1
"Carpinus viminea Wall. ex Lindl.",0.97,0.03,"closed","closed","closed",0,1
"Pterocarya hupehensis Skan",0.98,0.02,"closed","closed","closed",0,1
"Quercus dentata Thunb.",0.97,0.03,"closed","closed","closed",0,1
