"genera","closed_canopy","open_canopy","main_habitat","cutoff_40","cutoff_60","area_open","area_closed"
"Solanum mitlense Dunal",1,0,"closed","closed","closed",0,1
"Ridolfia segetum (L.) Moris",0.14,0.86,"open","open","open",1,0
"Rhododendron ponticum L.",0.76,0.24,"closed","closed","closed",0,1
"Arrhenatherum album (Vahl) Clayton",0.06,0.94,"open","open","open",1,0
"Desmazeria sicula (Jacq.) Dumort.",0,1,"open","open","open",1,0
"Mimosa fiebrigii Hassl.",0.2,0.8,"open","open","open",1,0
"Vulpia unilateralis (L.) Stace",0.28,0.72,"open","open","open",1,1
"Draba gilliesii Hook. & Arn.",0.61,0.39,"closed","closed","closed",1,1
"Neocarya macrophylla (Sabine) Prance",0.11,0.89,"open","open","open",1,0
"Vulpia membranacea (L.) Dumort.",0.15,0.85,"open","open","open",1,0
"Antirrhinum charidemi Lange",0,1,"open","open","open",1,0
"Stelestylis stylaris (Gleason) Harling",1,0,"closed","closed","closed",0,1
"Ruellia megachlamys S.Moore",0.29,0.71,"open","open","open",1,1
"Myrceugenia obtusa (DC.) O.Berg",0.52,0.48,"closed","open","closed",1,1
"Endressia castellana Coincy",0.52,0.48,"closed","open","closed",1,1
"Antirrhinum onubense (Fern.Casas) Fern.Casas",0,1,"open","open","open",1,0
"Peucedanum gallicum Latourr.",0.81,0.19,"closed","closed","closed",0,1
"Antirrhinum molle L.",0.08,0.92,"open","open","open",1,0
"Barbarea orthoceras Ledeb.",0.64,0.36,"closed","closed","closed",1,1
"Stipa nitida Summerh. & C.E.Hubb.",0.06,0.94,"open","open","open",1,0
"Croton louvelii Leandri",0.75,0.25,"closed","closed","closed",0,1
"Conopodium ramosum Costa",0.29,0.71,"open","open","open",1,1
"Anarrhinum duriminium (Brot.) Pers.",0.57,0.43,"closed","open","closed",1,1
"Antirrhinum lopesianum Rothm.",0,1,"open","open","open",1,0
"Allium pyrenaicum Costa & Vayr.",0.5,0.5,"closed","open","closed",1,1
"Antirrhinum valentinum Font Quer",0,1,"open","open","open",1,0
"Guarea fistulosa W.Palacios",1,0,"closed","closed","closed",0,1
"Fagus orientalis Lipsky",0.78,0.22,"closed","closed","closed",0,1
"Fagus sylvatica subsp. orientalis (Lipsky) Greuter & Burdet",0.6,0.4,"closed","closed","closed",1,1
"Vellozia hirsuta Goethart & Henrard",0.29,0.71,"open","open","open",1,1
"Poa ligulata Boiss.",0.24,0.76,"open","open","open",1,0
"Enterolobium gummiferum (Mart.) J.F.Macbr.",0.13,0.87,"open","open","open",1,0
"Carex oedipostyla Duval-Jouve",0,1,"open","open","open",1,0
"Aegilops tauschii Coss.",0.55,0.45,"closed","open","closed",1,1
"Antirrhinum majus L.",0.34,0.66,"open","open","open",1,1
"Deschampsia laxa Phil.",1,0,"closed","closed","closed",0,1
"Blakea venusta Kriebel, Almeda & A.Estrada",1,0,"closed","closed","closed",0,1
"Chaenorhinum glareosum (Boiss.) Willk.",0,1,"open","open","open",1,0
"Allium chamaemoly L.",0,1,"open","open","open",1,0
"Carex mannii E.A.Bruce",0.78,0.22,"closed","closed","closed",0,1
"Festuca iberica (Hack.) K.Richt.",0.26,0.74,"open","open","open",1,1
"Salvia aegyptiaca L.",0.03,0.97,"open","open","open",1,0
"Carex silicea Olney",1,0,"closed","closed","closed",0,1
"Oryzopsis holciformis (M.Bieb.) Hack.",0.69,0.31,"closed","closed","closed",1,1
"Erysimum scoparium (Brouss. ex Willd.) Wettst.",0,1,"open","open","open",1,0
"Dichrostachys dumetaria Villiers",0.12,0.88,"open","open","open",1,0
"Festuca elegans Boiss.",0.19,0.81,"open","open","open",1,0
"Salvia phlomoides Asso",0.06,0.94,"open","open","open",1,0
"Paspalum simplex Morong",0.07,0.93,"open","open","open",1,0
"Lupinus cosentinii Guss.",0,1,"open","open","open",1,0
"Festuca coerulescens Desf.",0.15,0.85,"open","open","open",1,0
"Anagallis crassifolia Thore",0.21,0.79,"open","open","open",1,0
"Anagallis alternifolia Cav.",0.79,0.21,"closed","closed","closed",0,1
"Bunium balearicum (Sennen) Mateo & López Udias",0,1,"open","open","open",1,0
"Carex sheldonii Mack.",0.6,0.4,"closed","closed","closed",1,1
"Linaria salzmannii Boiss.",0,1,"open","open","open",1,0
"Chaenorhinum robustum Loscos",0.03,0.97,"open","open","open",1,0
"Piptadenia buchtienii Barneby",0.72,0.28,"closed","closed","closed",1,1
"Hormathophylla cadevalliana (Pau) T.R.Dudley",0,1,"open","open","open",1,0
"Barbarea verna (Mill.) Asch.",0.42,0.58,"open","open","closed",1,1
"Puccinellia lemmonii (Vasey) Scribn.",0.27,0.73,"open","open","open",1,1
"Androsace ciliata DC.",1,0,"closed","closed","closed",0,1
"Linaria angustissima (Loisel.) Borbás",0.76,0.24,"closed","closed","closed",0,1
"Misopates calycinum (Vent.) Rothm.",0.06,0.94,"open","open","open",1,0
"Carex magacis A.M.Molina, Acedo & Llamas",0.75,0.25,"closed","closed","closed",0,1
"Eucalyptus clelandii (Maiden) Maiden",0,1,"open","open","open",1,0
"Festuca glauca Vill.",0.42,0.58,"open","open","closed",1,1
"Ruellia insignis Balf.fil.",0,1,"open","open","open",1,0
"Linaria depauperata Leresche ex Lange",0,1,"open","open","open",1,0
"Linaria depauperata subsp. ilergabona (M.B.Crespo & Arán) L.Sáez",0,1,"open","open","open",1,0
"Linaria depauperata subsp. hegelmaieri (Lange) De la Torre, Alcaraz & M.B.Crespo",0,1,"open","open","open",1,0
"Festuca burnatii St.-Yves",0.78,0.22,"closed","closed","closed",0,1
"Festuca eskia Ramond ex DC.",0.88,0.12,"closed","closed","closed",0,1
"Allium ursinum subsp. ucrainicum Oksner & Kleopow",0.79,0.21,"closed","closed","closed",0,1
"Salpiglossis sinuata Ruiz & Pav.",0.63,0.37,"closed","closed","closed",1,1
"Nolana sedifolia Poepp.",0.05,0.95,"open","open","open",1,0
"Nolana volcanica Ferreyra",0,1,"open","open","open",1,0
"Nolana confinis (I.M.Johnst.) I.M.Johnst.",0,1,"open","open","open",1,0
"Nolana diffusa I.M.Johnst.",0,1,"open","open","open",1,0
"Linaria purpurea (L.) Mill.",0.16,0.84,"open","open","open",1,0
"Nothofagus pumilio (Poepp. & Endl.) Krasser",0.9,0.1,"closed","closed","closed",0,1
"Carex fuscula d'Urv.",0.88,0.12,"closed","closed","closed",0,1
"Chaetopogon fasciculatus (Link) Hayek",0,1,"open","open","open",1,0
"Aegilops cylindrica Host",0.55,0.45,"closed","open","closed",1,1
"Festuca arizonica Vasey",0.82,0.18,"closed","closed","closed",0,1
"Conostegia setifera Standl.",1,0,"closed","closed","closed",0,1
"Asarina procumbens Mill.",0.67,0.33,"closed","closed","closed",1,1
"Allium carinatum subsp. pulchellum (G.Don) Bonnier & Layens",0.9,0.1,"closed","closed","closed",0,1
"Allium denticulatum Kit.",0,1,"open","open","open",1,0
"Cardamine raphanifolia Pourr.",0.74,0.26,"closed","closed","closed",1,1
"Cardamine gallaecica (M.Laínz) Rivas Mart. & Izco",0.67,0.33,"closed","closed","closed",1,1
"Luma chequen (Molina) A.Gray",0.58,0.42,"closed","open","closed",1,1
"Ugni candollei (Barnéoud) O.Berg",1,0,"closed","closed","closed",0,1
"Linaria dalmatica (L.) Mill.",0.58,0.42,"closed","open","closed",1,1
"Peucedanum officinale L.",0.56,0.44,"closed","open","closed",1,1
"Ventenata dubia (Leers) Coss. & Durieu",0.52,0.48,"closed","open","closed",1,1
"Ruellia detonsa Benoist",0,1,"open","open","open",1,0
"Oryzopsis miliacea (L.) Asch. & Schweinf.",0.05,0.95,"open","open","open",1,0
"Erysimum bicolor (Hornem.) DC.",1,0,"closed","closed","closed",0,1
"Bromus porteri (Coult.) Nash",0.66,0.34,"closed","closed","closed",1,1
"Festuca queriana Litard.",0,1,"open","open","open",1,0
"Stipagrostis obtusa (Delile) Nees",0,1,"open","open","open",1,0
"Erysimum crassipes Fisch. & C.A.Mey.",0.33,0.67,"open","open","open",1,1
"Elymus canadensis L.",0.39,0.61,"open","open","open",1,1
"Elymus wiegandii Fernald",0.88,0.12,"closed","closed","closed",0,1
"Skytanthus acutus Meyen",0.09,0.91,"open","open","open",1,0
"Stipa speciosa Trin. & Rupr.",0.04,0.96,"open","open","open",1,0
"Linaria loeselii Schweigg.",1,0,"closed","closed","closed",0,1
"Croton abutiloides Kunth",1,0,"closed","closed","closed",0,1
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",0.84,0.16,"closed","closed","closed",0,1
"Cymbalaria pubescens (J. & C.Presl) Cufod.",0,1,"open","open","open",1,0
"Anthephora cristata (Döll) Hack. ex De Wild. & T.Durand",0.37,0.63,"open","open","open",1,1
"Linaria gharbensis Batt. & Pit.",0.12,0.88,"open","open","open",1,0
"Vulpia fontquerana Melderis & Stace",0,1,"open","open","open",1,0
"Lepidium tiehmii (Rollins) Al-Shehbaz",0,1,"open","open","open",1,0
"Physalis alkekengi L.",0.84,0.16,"closed","closed","closed",0,1
"Linaria orbensis Carretero & Boira",0,1,"open","open","open",1,0
"Poa kurtzii R.E.Fr.",0.07,0.93,"open","open","open",1,0
"Dewevrella cochliostema de Wild.",0.59,0.41,"closed","open","closed",1,1
"Weberbauera herzogii (O.E.Schulz) Al-Shehbaz",0,1,"open","open","open",1,0
"Bunium pachypodum P.W.Ball",0,1,"open","open","open",1,0
"Commiphora wightii (Arn.) Bhandari",0.11,0.89,"open","open","open",1,0
"Poa versicolor Besser",0.58,0.42,"closed","open","closed",1,1
"Carex gynocrates Wormsk.",0.86,0.14,"closed","closed","closed",0,1
"Warneckea wildeana Jacq.-Fél.",0.86,0.14,"closed","closed","closed",0,1
"Catharanthus roseus (L.) G.Don",0.71,0.29,"closed","closed","closed",1,1
"Chamaecrista elata A.O.Souza & M.J.Silva",0,1,"open","open","open",1,0
"Mimosa ikondensis Villiers",0,1,"open","open","open",1,0
"Ruellia latisepala Benoist",0,1,"open","open","open",1,0
"Trichloris pluriflora E.Fourn.",0.26,0.74,"open","open","open",1,1
"Calamagrostis vulcanica Swallen",1,0,"closed","closed","closed",0,1
"Bulbophyllum sulfureum Schltr.",1,0,"closed","closed","closed",0,1
"Eschweilera aguilarii S.A.Mori",1,0,"closed","closed","closed",0,1
"Acca macrostema (Ruiz & Pav. ex G.Don) McVaugh",0.56,0.44,"closed","open","closed",1,1
"Miconia ledifolia (DC.) Naudin",0.67,0.33,"closed","closed","closed",1,1
"Miconia corymbiformis Cogn.",0.79,0.21,"closed","closed","closed",0,1
"Reimarochloa acuta (Flüggé) Hitchc.",0.44,0.56,"open","open","closed",1,1
"Asclepias candida Vell.",0.25,0.75,"open","open","open",1,0
"Asclepias involucrata Engelm. ex Torr.",0.2,0.8,"open","open","open",1,0
"Asclepias macrosperma Eastw.",0,1,"open","open","open",1,0
"Begonia piurensis L.B.Sm. & Schub.",1,0,"closed","closed","closed",0,1
"Pachypodium geayi Costantin & Bois",0.07,0.93,"open","open","open",1,0
"Secamone humbertii Choux",1,0,"closed","closed","closed",0,1
"Zeugites pittieri Hack.",0.94,0.06,"closed","closed","closed",0,1
"Voanioala gerardii J.Dransf.",1,0,"closed","closed","closed",0,1
"Croton yavitensis Croizat",0.64,0.36,"closed","closed","closed",1,1
"Pervillaea phillipsonii Klack.",0,1,"open","open","open",1,0
"Blakea hispida Markgr.",1,0,"closed","closed","closed",0,1
"Tabernaemontana mocquerysii A.DC.",1,0,"closed","closed","closed",0,1
"Dolichandra steyermarkii (Sandwith) L.G.Lohmann",1,0,"closed","closed","closed",0,1
"Gonolobus uniflorus Kunth",0.89,0.11,"closed","closed","closed",0,1
"Syagrus petraea (Mart.) Becc.",0.92,0.08,"closed","closed","closed",0,1
"Eriolarynx fasciculata (Miers) Hunz.",1,0,"closed","closed","closed",0,1
"Myrrhidendron donnellsmithii J.M.Coult. & Rose",1,0,"closed","closed","closed",0,1
"Lycium torreyi A.Gray",0.12,0.88,"open","open","open",1,0
"Setaria tenacissima Schrad.",0.73,0.27,"closed","closed","closed",1,1
"Setaria magna Griseb.",0.63,0.37,"closed","closed","closed",1,1
"Solanum arachnidanthum Rusby",0.36,0.64,"open","open","open",1,1
"Chloroleucon tenuiflorum (Benth.) Barneby & J.W.Grimes",0.35,0.65,"open","open","open",1,1
"Streptocarpus thysanotus Hilliard & B.L.Burtt",0,1,"open","open","open",1,0
"Rytigynia xanthotricha (K.Schum.) Verdc.",0.83,0.17,"closed","closed","closed",0,1
"Zapoteca ravenii H.M.Hern.",1,0,"closed","closed","closed",0,1
"Iochroma cardenasianum Hunz.",1,0,"closed","closed","closed",0,1
"Miconia hymenanthera Triana",1,0,"closed","closed","closed",0,1
"Solanum acaule Bitter",0.23,0.77,"open","open","open",1,0
"Lycianthes acapulcensis (Baill.) D' Arcy",1,0,"closed","closed","closed",0,1
"Faguetia falcata Marchand",1,0,"closed","closed","closed",0,1
"Operculicarya decaryi H.Perrier",0.12,0.88,"open","open","open",1,0
"Lupinus princei Harms",0.5,0.5,"closed","open","closed",1,1
"Eugenia excelsa O.Berg",0.83,0.17,"closed","closed","closed",0,1
"Calliandra haematocephala Hassk.",1,0,"closed","closed","closed",0,1
"Ephedranthus boliviensis Chatrou & Pirie",1,0,"closed","closed","closed",0,1
"Nicotiana plumbaginifolia Viv.",0.81,0.19,"closed","closed","closed",0,1
"Commiphora ugogensis Engl.",0.1,0.9,"open","open","open",1,0
"Wettinia longipetala A.H.Gentry",1,0,"closed","closed","closed",0,1
"Croton olivaceus Müll.Arg.",0.89,0.11,"closed","closed","closed",0,1
"Heliconia penduloides Loes.",1,0,"closed","closed","closed",0,1
"Lycium gilliesianum Miers",0,1,"open","open","open",1,0
"Stipa plumosa Trin.",0,1,"open","open","open",1,0
"Solanum microdontum Bitter",0.6,0.4,"closed","closed","closed",1,1
"Setaria globulifera (Steud.) Griseb.",0.22,0.78,"open","open","open",1,0
"Ficus lingua Warb. ex De Wild. & T.Durand",0.73,0.27,"closed","closed","closed",1,1
"Dypsis ligulata (Jum.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Dichrostachys paucifoliolata (Scott Elliot) Drake",1,0,"closed","closed","closed",0,1
"Brachyotum huancavelicae Wurdack",1,0,"closed","closed","closed",0,1
"Solanum taeniotrichum Correll",1,0,"closed","closed","closed",0,1
"Memecylon buxifolium Blume",0.82,0.18,"closed","closed","closed",0,1
"Miconia brachyanthera Triana",1,0,"closed","closed","closed",0,1
"Fuchsia inflata Schulze-Menz",0.73,0.27,"closed","closed","closed",1,1
"Corytoplectus riceanus (Rusby) Wiehler",1,0,"closed","closed","closed",0,1
"Streptocarpus itremensis B.L.Burtt",1,0,"closed","closed","closed",0,1
"Prangos pabularia Lindl.",0.11,0.89,"open","open","open",1,0
"Dypsis baronii (Becc.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Dypsis oreophila Beentje",0.9,0.1,"closed","closed","closed",0,1
"Ravenea robustior Jum. & H.Perrier",1,0,"closed","closed","closed",0,1
"Dypsis viridis Jum.",1,0,"closed","closed","closed",0,1
"Miconia kraenzlinii Cogn.",1,0,"closed","closed","closed",0,1
"Solanum goetzei Dammer",0.68,0.32,"closed","closed","closed",1,1
"Huberia peruviana Cogn.",1,0,"closed","closed","closed",0,1
"Vellozia caudata Mello-Silva",0.33,0.67,"open","open","open",1,1
"Centropogon urubambae E.Wimm.",0.92,0.08,"closed","closed","closed",0,1
"Pennisetum flaccidum Griseb.",0.35,0.65,"open","open","open",1,1
"Begonia baviensis Gagnep.",1,0,"closed","closed","closed",0,1
"Chrysopogon nodulibarbis (Hochst. ex Steud.) Henrard",1,0,"closed","closed","closed",0,1
"Begonia botryoides Moonlight & Tebbitt",1,0,"closed","closed","closed",0,1
"Dichrostachys akataensis Villiers",0.88,0.12,"closed","closed","closed",0,1
"Chorigyne cylindrica R.Erikss.",1,0,"closed","closed","closed",0,1
"Brachyotum quinquenerve (Ruiz & Pav.) Triana",0.97,0.03,"closed","closed","closed",0,1
"Malleastrum rakotozafyi Cheek",1,0,"closed","closed","closed",0,1
"Croton subpannosus Müll.Arg. ex Griseb.",0.1,0.9,"open","open","open",1,0
"Paspalum remotum Remy",0.67,0.33,"closed","closed","closed",1,1
"Begonia chemillenensis Moonlight",1,0,"closed","closed","closed",0,1
"Kohleria rugata (Scheidw.) L.P.Kvist & L.E.Skog",1,0,"closed","closed","closed",0,1
"Pleroma lithophilum (Wurdack) P.J.F.Guim. & Michelang.",0.2,0.8,"open","open","open",1,0
"Miconia sanguinea (D.Don) Triana",1,0,"closed","closed","closed",0,1
"Geonoma pauciflora Mart.",0.9,0.1,"closed","closed","closed",0,1
"Hordeum muticum J.Presl",0.2,0.8,"open","open","open",1,0
"Iochroma lehmannii Bitter",0.33,0.67,"open","open","open",1,1
"Desmoncus giganteus A.J.Hend.",1,0,"closed","closed","closed",0,1
"Nierembergia pulchella Gillies ex Miers",0.2,0.8,"open","open","open",1,0
"Bulbophyllum colubrinum (Rchb.f.) Rchb.f.",0.83,0.17,"closed","closed","closed",0,1
"Festuca vaginalis (Benth.) Laegaard",0.17,0.83,"open","open","open",1,0
"Bulbophyllum sandrangatense Bosser",1,0,"closed","closed","closed",0,1
"Heliconia robusta Pax",1,0,"closed","closed","closed",0,1
"Miconia anchicayensis Gamba & Almeda",1,0,"closed","closed","closed",0,1
"Rytigynia monantha (K.Schum.) Robyns",0.32,0.68,"open","open","open",1,1
"Muhlenbergia tricholepis (Torr.) Columbus",0.94,0.06,"closed","closed","closed",0,1
"Pentameris natalensis (Stapf) Galley & H.P.Linder",0.29,0.71,"open","open","open",1,1
"Vellozia hemisphaerica Seub.",0.36,0.64,"open","open","open",1,1
"Vellozia burle-marxii L.B.Sm. & Ayensu",0,1,"open","open","open",1,0
"Cynanchum implicatum (Jum. & Perrier) Jum. & Perrier",0.94,0.06,"closed","closed","closed",0,1
"Distichlis humilis Phil.",0,1,"open","open","open",1,0
"Fuchsia insignis Hemsl.",1,0,"closed","closed","closed",0,1
"Stipa aristiglumis F.Muell.",0.5,0.5,"closed","open","closed",1,1
"Albizia perrieri (Drake) R.Vig.",0.94,0.06,"closed","closed","closed",0,1
"Ruellia matudae Leonard",1,0,"closed","closed","closed",0,1
"Warneckea mangrovensis (Jacq.-Fél.) R.D.Stone",0.6,0.4,"closed","closed","closed",1,1
"Memecylon arcuatomarginatum Gilg ex Engl.",1,0,"closed","closed","closed",0,1
"Begonia sciaphila Gilg ex Engl.",0.97,0.03,"closed","closed","closed",0,1
"Eugenia moschata (Aubl.) Nied. ex T.Durand & B.D.Jacks.",1,0,"closed","closed","closed",0,1
"Eugenia pisonis O.Berg",1,0,"closed","closed","closed",0,1
"Solanum batoides D' Arcy & Rakot.",0.28,0.72,"open","open","open",1,1
"Vangueriella olacifolia (Robyns) Verdc.",0.93,0.07,"closed","closed","closed",0,1
"Begonia minutifolia N.Hallé",1,0,"closed","closed","closed",0,1
"Solanum lamprocarpum Bitter",0.78,0.22,"closed","closed","closed",0,1
"Miconia atrofusca Cogn.",1,0,"closed","closed","closed",0,1
"Miconia polychaeta Wurdack",1,0,"closed","closed","closed",0,1
"Tristemma vestitum Jacq.-Fél.",0.88,0.12,"closed","closed","closed",0,1
"Rytigynia eickii (K.Schum. & K.Krause) Bullock",0.89,0.11,"closed","closed","closed",0,1
"Memecylon verruculosum Brenan",0.62,0.38,"closed","closed","closed",1,1
"Carex madagascariensis Boeckeler",0.8,0.2,"closed","closed","closed",0,1
"Streptocarpus compressus B.L.Burtt",0.25,0.75,"open","open","open",1,0
"Warneckea sansibarica (Taub.) Jacq.-Fél.",0.69,0.31,"closed","closed","closed",1,1
"Keetia lukei Bridson",1,0,"closed","closed","closed",0,1
"Cedrela saltensis M.A.Zapater & del Castillo",0.95,0.05,"closed","closed","closed",0,1
"Solanum tenuisetosum (Bitter) Bohs",1,0,"closed","closed","closed",0,1
"Dypsis thiryana (Becc.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Bulbophyllum hildebrandtii Rchb.f.",0.8,0.2,"closed","closed","closed",0,1
"Dypsis fanjana Beentje",1,0,"closed","closed","closed",0,1
"Pennisetum tristachyum (Kunth) Spreng.",0.95,0.05,"closed","closed","closed",0,1
"Dypsis ceracea (Jum.) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Panicum cordovense E.Fourn.",0.8,0.2,"closed","closed","closed",0,1
"Lamprothyrsus peruvianus Hitchc.",1,0,"closed","closed","closed",0,1
"Lamprothyrsus hieronymi (Kuntze) Pilg.",0.77,0.23,"closed","closed","closed",0,1
"Arracacia tolucensis (Spreng.) Hemsl.",0.73,0.27,"closed","closed","closed",1,1
"Ceiba aesculifolia (Kunth) Britten & Baker fil.",0.97,0.03,"closed","closed","closed",0,1
"Dypsis crinita (Jum. & H.Perrier) Beentje & J.Dransf.",1,0,"closed","closed","closed",0,1
"Carex anisostachys Liebm.",0.97,0.03,"closed","closed","closed",0,1
"Rousseauxia chrysophylla (Desr.) DC.",1,0,"closed","closed","closed",0,1
"Niphogeton azorelloides Mathias & Constance",0,1,"open","open","open",1,0
"Bulbophyllum trifarium Rolfe",0.8,0.2,"closed","closed","closed",0,1
"Oxypetalum balansae Malme",0.41,0.59,"open","open","closed",1,1
"Solanum pendulum Ruiz & Pav.",1,0,"closed","closed","closed",0,1
"Streptocarpus perrieri Humbert",0.78,0.22,"closed","closed","closed",0,1
"Nicotiana rustica L.",0.45,0.55,"open","open","closed",1,1
"Siphocampylus aureus Rusby",0.75,0.25,"closed","closed","closed",0,1
"Primula capitata Hook.",0.47,0.53,"open","open","closed",1,1
"Inga kursarii M.J.Endara & J.E.Guevara",1,0,"closed","closed","closed",0,1
"Piptadeniopsis lomentifera Burkart",0,1,"open","open","open",1,0
"Miconia livida Triana",1,0,"closed","closed","closed",0,1
"Beccariophoenix madagascariensis Jum. & H.Perrier",1,0,"closed","closed","closed",0,1
